ORIGIN	FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
MIXED	UK_51759	UK_51759	0.000945434	-0.000221144	0.0116229	-0.0264379	0.00281515	-0.0613308	0.0123636	0.0214971	0.0249868	0.00218144
MIXED	UK_51804	UK_51804	0.000218603	-0.005593	0.0137169	-0.0389465	-0.00855936	-0.0798879	0.00916834	0.00466299	-0.00224201	0.0125698
MIXED	UK_52570	UK_52570	0.00272864	-0.00344045	0.0100748	-0.0407396	0.0138758	-0.0618053	0.0239347	0.0414299	0.013035	-0.0224523
AFRICA	UK_52621	UK_52621	0.00041468	-0.0410817	-0.0169641	0.0129264	5.99E-05	0.00653533	0.020311	0.00291059	0.0159157	0.00955058
MIXED	UK_53352	UK_53352	0.00509508	0.00171745	0.0108239	-0.0303447	-0.00277745	-0.0483517	0.0171963	0.014998	-0.000393892	0.0159578
MIXED	UK_53895	UK_53895	-0.00199414	-0.000748284	0.0185234	-0.0368418	-0.00883843	-0.0653731	0.0296489	0.030108	0.00281719	0.00689136
MIXED	UK_54577	UK_54577	-0.000487518	-0.0138658	0.00667176	-0.0114611	-0.00014525	-0.0536497	0.0119816	0.0231413	0.00982132	0.012619
MIXED	UK_54700	UK_54700	0.000139432	-0.0030349	0.00817579	-0.0380862	-0.0070376	-0.0734228	0.0120373	0.0350385	0.013588	0.0225566
MIXED	UK_54833	UK_54833	0.00526873	0.00151489	0.00923437	-0.0119792	0.0177477	-0.0315555	-0.0148447	0.0133852	0.0102746	0.00337668
MIXED	UK_55531	UK_55531	0.00411818	0.000338559	0.0113164	-0.0410958	0.0271644	-0.056034	0.00774429	-0.0104617	0.0188773	-0.0151254
MIXED	UK_55592	UK_55592	0.00436144	0.000991292	0.0102062	-0.0358026	0.00561505	-0.0620153	0.0191935	0.0297532	0.0229905	-0.027147
MIXED	UK_56338	UK_56338	0.00299221	-0.00445095	0.0065977	-0.0209309	0.0370292	-0.0688467	0.00367065	0.0321228	0.00346539	0.0216268
AFRICA	UK_57595	UK_57595	0.000609005	-0.0394226	-0.0171371	0.00465509	-0.0044733	-0.0104446	0.0184664	-0.0133139	0.018307	-0.000916829
MIXED	UK_57699	UK_57699	-0.00306644	-0.00307041	0.01367	-0.025834	0.0150738	-0.0557307	0.0134683	0.0130301	0.0142642	0.00801474
MIXED	UK_57704	UK_57704	-0.00028363	-0.00349463	0.00675207	-0.0329089	0.00334096	-0.050673	0.0214122	0.0305731	0.0258688	-0.020115
MIXED	UK_578803	UK_578803	0.00240447	-0.00744022	0.00776644	-0.00723101	-0.00616574	-0.0169665	0.0108693	0.0291606	-0.00266619	-0.00545706
ASIA	UK_57983	UK_57983	-0.0120703	-0.0133591	0.0456493	0.00325649	-0.00477445	-0.00206601	-0.00118341	-0.00692774	-0.0157591	0.00126504
AFRICA	UK_58000	UK_58000	0.000481254	-0.040724	-0.0200366	0.0105401	-0.0157319	0.0023477	0.010144	-0.00802762	0.000976262	-0.00612915
AFRICA	UK_58157	UK_58157	0.000564728	-0.0460686	-0.0176418	0.00859956	-0.00274132	0.00389852	-0.00749811	0.00612825	0.0224818	-0.000877612
MIXED	UK_58261	UK_58261	0.00590933	-0.000278956	0.00565724	-0.0343743	0.00990815	-0.0700953	0.017366	0.0284315	0.00764782	0.00766934
AFRICA	UK_58289	UK_58289	0.00388888	-0.0423933	-0.023924	0.0075102	-0.00952181	0.00674922	0.0135634	0.0161419	-0.00913046	0.0169613
AFRICA	UK_58290	UK_58290	0.00184719	-0.0427876	-0.0189897	0.0078138	-0.00719201	-0.011639	-0.0123441	0.00206766	-0.00426425	0.00449179
MIXED	UK_58362	UK_58362	0.00754558	0.000455933	0.00596189	-0.0258683	0.0328101	-0.0651881	-0.0116714	0.0143004	-0.00205961	0.0204537
MIXED	UK_58505	UK_58505	0.00477911	-0.00210828	0.0129668	-0.0360137	-0.0121325	-0.0577505	0.0175565	0.0167285	0.0206294	0.014285
MIXED	UK_58593	UK_58593	0.00181066	-0.00387027	0.00646922	-0.0306374	0.00456362	-0.0593058	0.0213104	0.0390736	-0.00190801	0.01893
AFRICA	UK_58639	UK_58639	0.00226069	-0.0431996	-0.0202854	0.00600478	0.0115617	0.000317557	0.00939951	-0.00110487	0.00580612	-0.00682762
AFRICA	UK_58640	UK_58640	0.000566472	-0.039325	-0.0197571	0.00281698	-0.0101862	-0.00320409	-0.00506328	0.0104328	-0.0119829	0.00257959
ASIA	UK_58765	UK_58765	-0.0136454	-0.00998226	0.0412669	-0.00327956	0.00679874	0.00159437	-0.00306233	-0.00182756	0.00935924	0.00480974
MIXED	UK_58946	UK_58946	0.00151807	-0.00318958	0.0121232	-0.0388336	-0.00259993	-0.0743466	0.00709756	0.02859	0.0262045	0.00928836
AFRICA	UK_58970	UK_58970	0.00140874	-0.040996	-0.0178657	0.0120667	-0.00794883	-0.00301112	-0.00292249	0.0114049	0.00921502	-0.00601573
MIXED	UK_59040	UK_59040	0.00173404	-0.00182422	0.0130415	-0.0363426	0.00702186	-0.0646271	0.0242111	0.0247412	0.018915	0.0084765
AFRICA	UK_59322	UK_59322	0.00137195	-0.0402015	-0.0192278	0.0133118	0.0209904	-0.0107474	-0.00637901	0.00937663	-0.00653613	-0.00817317
MIXED	UK_59394	UK_59394	0.0033559	-0.00102194	0.00753928	-0.0403897	-0.0103127	-0.0647402	0.00991725	0.0127945	0.00972749	-0.0109743
MIXED	UK_59716	UK_59716	0.00781485	-0.0176954	-0.0110742	-0.00208956	-0.00644537	-0.00681762	-0.004198	-0.00304182	0.018616	-0.0118179
MIXED	UK_59733	UK_59733	0.0051581	0.000270877	0.0105075	-0.0314925	0.00882421	-0.0473005	0.0115308	0.0402146	0.0230235	0.0174759
MIXED	UK_59997	UK_59997	0.0055769	0.00185773	0.00860253	-0.0291958	0.0174578	-0.0415704	0.0276189	0.0440804	0.000228678	-0.00802095
ASIA	UK_60033	UK_60033	-0.0127273	-0.0130225	0.0454024	0.0116143	-0.00357533	0.0112409	0.0186076	-0.0216633	0.0065335	0.0156565
AFRICA	UK_60377	UK_60377	-4.66E-05	-0.0453378	-0.0180282	0.00506048	-0.00875863	-0.00684229	0.00801336	-0.00784557	-0.019777	0.026351
AFRICA	UK_60378	UK_60378	0.000104978	-0.038467	-0.0148346	8.94E-05	-0.00572736	-0.0115092	0.00610964	-0.00976824	-0.0143659	0.00289635
MIXED	UK_60437	UK_60437	-0.0037123	0.00515964	-0.00528319	-0.00197428	0.00517337	0.00463464	-0.0112487	-0.0114969	0.00834936	0.0183423
AFRICA	UK_60625	UK_60625	0.00128635	-0.0442162	-0.0217415	0.00931359	0.00622281	0.0025389	0.00583802	0.0038832	-0.0047597	-0.00107334
AFRICA	UK_60707	UK_60707	0.00308599	-0.0356824	-0.01582	0.00579841	0.0027106	0.00328017	-0.0087065	0.00311793	-0.00508201	-0.0175509
MIXED	UK_60879	UK_60879	-0.00215383	-0.00249424	0.0144285	-0.0326462	0.00080801	-0.0633467	0.0225325	0.0348796	0.00446179	-0.0039765
AFRICA	UK_61845	UK_61845	0.00109601	-0.0431492	-0.0183057	0.00882483	0.0118233	0.00414026	0.00748922	0.00371061	0.00399102	0.00479223
MIXED	UK_61881	UK_61881	0.00481537	-0.0210782	-0.0121111	-0.0194359	0.0103207	0.0167745	0.00195217	0.0116103	1.76E-05	-0.00468941
AFRICA	UK_62646	UK_62646	0.000875507	-0.0392329	-0.0183569	0.0143327	0.0127116	-0.00842545	-0.012095	-0.00551557	-0.00651682	-0.0315808
ASIA	UK_62785	UK_62785	-0.0150097	-0.0107945	0.0447025	-0.0037133	-0.000945233	-0.0061093	-0.0115492	-0.00124244	0.0368243	-0.00198201
MIXED	UK_62974	UK_62974	0.00355689	-0.000171833	0.00973607	-0.0251574	0.00346535	-0.0465758	0.00902629	0.00374734	0.0286721	-0.0101192
MIXED	UK_63040	UK_63040	0.00349115	-0.00209526	0.00697273	-0.0305867	-0.00979963	-0.0585363	0.00927218	0.0107784	0.0369565	0.0172222
MIXED	UK_63167	UK_63167	0.00283035	-0.00132959	0.0106289	-0.0417038	0.0259841	-0.0468823	0.0258881	0.0379624	0.0181579	-0.0123582
MIXED	UK_63358	UK_63358	-0.00159348	-0.0198131	0.00906132	-0.00987995	-0.0093252	-0.0401959	0.021493	-0.0069742	-0.0128602	-0.00541359
AFRICA	UK_63661	UK_63661	0.000940317	-0.0427203	-0.0161255	0.00931191	0.00362012	-0.00223769	0.00136375	-0.00278524	-0.0173304	-0.0205023
ASIA	UK_63829	UK_63829	-0.0135838	-0.0148923	0.0439005	0.0111132	0.0111494	-0.00294534	-0.00449224	0.00295417	0.0167093	-0.0287899
AFRICA	UK_64614	UK_64614	0.00469487	-0.036712	-0.0169524	-0.00273214	0.00717649	-0.00625961	0.0133285	-0.0120374	0.000700499	0.01801
MIXED	UK_64707	UK_64707	0.00556948	0.000316183	0.00416277	-0.0339662	0.0051518	-0.0626806	0.0179391	0.00804339	0.0117524	-0.0083991
MIXED	UK_65635	UK_65635	0.00239184	-0.00276296	0.00889912	-0.0393288	0.00432552	-0.0677163	0.00945695	0.0149538	0.0218196	0.00316274
AFRICA	UK_66250	UK_66250	0.00238857	-0.0343126	-0.0134984	0.0080989	0.00938731	-0.0109325	-0.0102154	0.00142297	-0.00152611	-0.0173899
MIXED	UK_66732	UK_66732	0.0022568	-0.00181537	0.00993525	-0.037579	-0.00107036	-0.0544587	0.0177465	0.0182298	0.034594	-0.00739615
MIXED	UMARY-1365	UMARY-1365	0.0039168	-0.0310394	-0.0112465	0.0039525	-0.015249	-0.00306047	-0.00994132	-0.0148118	0.000218293	-0.00808069
AFRICA	UMARY-1423	UMARY-1423	0.00221399	-0.0403671	-0.0121705	0.00780403	0.0107362	0.00200862	0.00982039	0.00855748	-0.00475896	0.00829504
MIXED	UMARY-4545	UMARY-4545	0.00808194	-0.00682945	-0.00408927	-0.0074719	0.0122312	-0.00489284	-0.019285	0.0133352	-0.0118276	-0.0165705
MIXED	UMARY-5125	UMARY-5125	-0.000178311	-0.0040882	-0.00488527	0.000604579	-0.0229075	-0.00125721	-0.0302756	0.0252783	-0.00436168	-0.0143114
MIXED	VV133AAM	VV133AAM	0.00793564	0.00753091	-0.00171941	-0.00322202	0.0197931	0.00508862	-0.00216666	0.00947801	-0.0131693	0.00727792
MIXED	VV151SFG	VV151SFG	0.0125401	0.00242307	-0.00193266	-0.00570651	-0.0197973	0.00196583	-0.0205457	-0.00416578	-0.00680091	0.00959335
MIXED	VV173EGC	VV173EGC	-0.00749659	0.00526201	-0.00619564	-0.0054901	0.00156863	-0.00618265	0.00971801	-0.00607829	0.0156129	-0.0193768
MIXED	VV55MOL	VV55MOL	0.0156037	0.00770051	-0.000591146	0.0097102	-0.00786778	-0.00198612	0.00932608	0.00546783	0.00776125	0.0118885
MIXED	VV80CJMP	VV80CJMP	0.00831126	-0.00733661	-0.0049571	-0.0144784	0.00763013	0.0257491	0.00400895	-0.00439168	0.00211423	-0.0141094
MIXED	VV9DAVG	VV9DAVG	0.00156627	0.00698132	-0.000547334	0.00270008	0.00611548	0.011622	0.0250397	-0.0102868	0.0195514	-0.0150728
MIXED	WUSTL_1123	WUSTL_1123	0.00302119	-0.0133873	-0.00716079	0.00471703	-0.00569942	0.00514264	-0.0245146	0.0109879	-0.00114011	0.0119633
MIXED	WUSTL_853	WUSTL_853	0.00384199	0.000399242	0.0110602	-0.00925567	-0.0085283	0.0140986	0.00765236	-0.0124707	-0.0276403	-0.0140983
MIXED	WUSTL_968	WUSTL_968	0.00079442	-0.00191077	0.0214408	-0.0183757	0.00724279	-0.00968013	0.0106022	0.00902472	-0.00327774	-0.00378204
EUROPE	1328	NA06984_CEU_EUROPE	0.00986009	0.00756718	0.000537256	-0.017684	0.000830471	-0.00242222	0.00240169	0.00607043	-0.0219276	-0.00467145
EUROPE	1341	NA06985_CEU_EUROPE	0.0126217	0.00428978	0.00303373	0.00416137	0.0453861	-0.00688918	-0.0437624	-0.00968987	-0.000766578	0.00589029
EUROPE	13291	NA06986_CEU_EUROPE	0.010694	0.00810214	5.36E-05	-0.00210774	-0.0205858	-0.00745077	-0.0164409	0.0187672	0.0103248	0.0265951
EUROPE	1328	NA06989_CEU_EUROPE	0.0109458	0.0096598	0.00346955	-0.016249	-0.0156275	-0.0100301	0.000607654	-0.0400498	0.00018811	-0.0170534
EUROPE	1341	NA06993_CEU_EUROPE	0.0122204	0.00694935	-0.000382742	-0.00803537	0.0202702	0.00242966	-0.0119778	0.000105068	0.00426664	-0.017464
EUROPE	1340	NA06994_CEU_EUROPE	0.0101697	0.00830186	0.00100254	-0.0170134	0.0022671	0.00539989	0.000972816	-0.00884336	0.0137262	-0.0107886
EUROPE	1340	NA07000_CEU_EUROPE	0.00924502	0.00373418	0.00747567	-0.012525	-0.0148075	-0.00235548	-0.00222408	-0.00386516	-0.00878085	0.00138557
EUROPE	1340	NA07022_CEU_EUROPE	0.0130674	0.00475442	-0.000698059	-0.0113775	0.0265547	0.0026217	-0.0076453	-0.00168394	-0.00259319	-0.0142286
EUROPE	13292	NA07031_CEU_EUROPE	0.0131188	0.00748584	-3.53E-05	-0.0131549	-0.00590793	-0.00662362	-0.00383224	-0.0124108	-0.00785326	0.00604342
EUROPE	13291	NA07037_CEU_EUROPE	0.0116094	0.00576997	0.000123079	-0.0164942	-0.0222591	-4.63E-05	-0.0265123	0.0113118	-0.0146974	-0.0018856
EUROPE	13291	NA07045_CEU_EUROPE	0.0143436	0.00567006	0.00196069	-0.0065911	0.0110978	-0.00110316	-0.0530311	0.012721	0.0275342	0.017524
EUROPE	13292	NA07051_CEU_EUROPE	0.0111044	0.00627043	0.00231431	-0.0103865	0.00743936	-0.0222746	-0.03728	-0.0188429	-0.00177423	-0.00796953
EUROPE	1341	NA07055_CEU_EUROPE	0.0110433	0.00709482	0.0047283	-0.00723675	0.033456	-0.0121505	-0.0545169	-0.0220421	0.00655592	-0.0138635
EUROPE	1340	NA07056_CEU_EUROPE	0.0146436	0.00590824	0.00209472	-0.0193724	0.0293323	0.0149165	0.00863241	0.0139986	-0.0157545	-0.0082459
EUROPE	1345	NA07345_CEU_EUROPE	0.0119414	0.00612483	0.00141017	-0.00860104	0.0272503	-0.001617	-0.00781242	-0.00783411	-0.00540635	0.00732348
EUROPE	1345	NA07346_CEU_EUROPE	0.00959215	0.00772766	0.00185805	-0.0150567	-0.0196644	-0.0149447	-0.00483728	-0.0158779	-0.0411133	0.0215938
EUROPE	1345	NA07347_CEU_EUROPE	0.0122182	0.00803624	0.00299982	-0.0237151	-0.00461343	0.00962096	0.00832059	-0.037843	0.0175393	-0.0121671
EUROPE	1345	NA07357_CEU_EUROPE	0.011719	0.00782415	0.000703251	-0.0121754	0.0263828	0.0146235	0.0187229	0.00193765	-0.0284722	-0.0106084
EUROPE	13291	NA07435_CEU_EUROPE	0.0123944	0.00491229	0.000925008	-0.0139117	0.0503433	-0.00278597	-0.012776	0.00105326	-0.0155008	-0.00268478
EUROPE	1350	NA11829_CEU_EUROPE	0.0111894	0.00640109	-0.000120229	-0.0192846	-0.0316028	-0.0124139	-0.013675	-0.0331828	0.00618624	-0.0245809
EUROPE	1350	NA11830_CEU_EUROPE	0.0120974	0.00629233	0.00246452	-0.0173653	0.0101098	0.0102638	0.0166572	0.00612117	0.0265014	0.015774
EUROPE	1350	NA11831_CEU_EUROPE	0.012925	0.00640187	0.00272109	-0.00413328	0.0520646	-0.00910096	-0.0141735	0.00513205	-0.0165009	0.00630336
EUROPE	1350	NA11832_CEU_EUROPE	0.0110088	0.00735695	0.00419237	-0.0130347	0.00185967	-0.0119336	-0.0256448	-0.0241343	0.0182773	0.010784
EUROPE	1349	NA11839_CEU_EUROPE	0.0120661	0.00566868	0.0031651	-0.00756557	0.0182591	-0.0181366	-0.0190849	-0.0253255	-0.00712022	-0.0158359
EUROPE	1349	NA11843_CEU_EUROPE	0.0115056	0.00963632	0.00281868	-0.0235514	-0.0342617	-0.010225	-0.010919	-0.0128631	-0.0174361	-0.0216052
EUROPE	1347	NA11881_CEU_EUROPE	0.0115341	0.00902219	0.00218569	-0.0026742	0.0569876	-0.0252088	-0.0566576	0.00080391	-0.00896889	0.00406865
EUROPE	1347	NA11882_CEU_EUROPE	0.0114424	0.00702154	-0.00194153	-0.0140626	-0.00981334	0.00644274	-0.0179022	0.0138303	-0.00307381	-0.0168419
EUROPE	1377	NA11892_CEU_EUROPE	0.0112959	0.00605619	-0.00210394	-0.0132561	0.0145137	0.00309715	-0.0102664	-0.0037054	0.00513411	-0.00776332
EUROPE	1377	NA11893_CEU_EUROPE	0.0108649	0.0083949	-0.000534706	-0.0163808	-0.0304881	-0.0125372	-0.0162997	-0.0284801	0.00957853	-0.0226714
EUROPE	1377	NA11894_CEU_EUROPE	0.0119609	0.0056964	0.00158375	-0.0135529	0.0229263	0.00489688	4.12E-05	0.00353896	-0.0242629	0.0163994
EUROPE	1423	NA11917_CEU_EUROPE	0.0110911	0.00407637	0.002663	-0.0132656	-0.0100539	-0.0250149	0.00920917	-0.0120914	-0.0172041	0.00945083
EUROPE	1423	NA11918_CEU_EUROPE	0.0151725	0.00769628	-0.000877036	-0.00760019	0.0256412	-0.00566299	0.00356749	-0.0143374	-0.00988392	-0.0127754
EUROPE	1423	NA11919_CEU_EUROPE	0.0130987	0.00699463	0.00454172	-0.0174304	0.000811787	-0.00701919	0.00591422	0.0110395	-0.0247636	0.0015578
EUROPE	1423	NA11920_CEU_EUROPE	0.0099533	0.00549588	0.00121772	-0.0133729	-0.0223633	-0.00691561	-0.00765177	-0.0406258	0.010975	-0.0101221
EUROPE	1424	NA11930_CEU_EUROPE	0.0123334	0.00617748	0.00216774	-0.0156199	0.0282545	0.00701767	0.00237302	0.00303913	0.00220818	-0.00803382
EUROPE	1424	NA11931_CEU_EUROPE	0.0113501	0.00519445	0.00314332	-0.00247944	0.0320319	-0.0206372	-0.0237218	-0.0234958	0.010853	0.0173866
EUROPE	1362	NA11992_CEU_EUROPE	0.0136183	0.00746873	0.00219866	-0.021084	0.0108685	-7.87E-05	0.00339007	-0.00421187	-0.0101297	0.0104784
EUROPE	1362	NA11993_CEU_EUROPE	0.0131811	0.00718706	0.00100904	-0.0100041	-0.00547025	0.000321835	-0.0165913	0.0184823	0.00330727	0.017716
EUROPE	1362	NA11994_CEU_EUROPE	0.0108191	0.00675803	0.00124096	-0.0173644	0.00544753	-0.0065714	-0.0236172	-0.0120866	-0.0294153	-0.030747
EUROPE	1362	NA11995_CEU_EUROPE	0.0141522	0.00516884	-0.000589787	-0.0162894	0.0369929	0.00020594	0.00201177	0.00568149	-0.024193	-0.0126926
EUROPE	1420	NA12003_CEU_EUROPE	0.00850893	0.00442123	0.00610024	-0.0119434	0.0196804	0.0115139	-0.00671731	-0.0106121	0.0270297	-0.00976278
EUROPE	1420	NA12005_CEU_EUROPE	0.0122844	0.00741607	7.60E-07	0.00238779	0.0270083	-0.0167921	-0.0409374	-0.00405102	0.0186464	0.00975817
EUROPE	1420	NA12006_CEU_EUROPE	0.0104703	0.00508746	-0.00103788	-0.0087616	-0.00729617	0.00367456	-0.00690029	-0.00566294	-0.0201004	-0.0131954
EUROPE	1346	NA12043_CEU_EUROPE	0.0115308	0.0083187	0.00112676	-0.0201665	-0.0132411	-0.00482351	0.00496524	-0.0107623	-0.0139744	0.00277684
EUROPE	1346	NA12044_CEU_EUROPE	0.0125029	0.00767152	0.00147728	0.00176202	0.0506972	-0.0172834	-0.024704	-0.00306607	-0.00928691	0.00279034
EUROPE	1346	NA12045_CEU_EUROPE	0.0123032	0.00517904	0.00199187	-0.017357	-0.0114274	0.00503974	0.00515574	-0.0406668	-0.026952	0.0159427
EUROPE	1344	NA12056_CEU_EUROPE	0.0114063	0.00700232	0.00546762	-0.012018	-0.0165771	0.00153745	-0.0191836	-0.000461654	-0.0360485	0.000236433
EUROPE	1344	NA12057_CEU_EUROPE	0.00993528	0.00590972	0.00196009	-0.0145792	0.0081927	0.0112655	0.0111586	-0.00322878	-0.0163568	0.0124452
EUROPE	1334	NA12144_CEU_EUROPE	0.0127631	0.00832361	0.0018343	-0.0291739	-0.0161688	-0.0131262	-0.000838873	-0.0290425	-0.0112079	0.0115112
EUROPE	1334	NA12145_CEU_EUROPE	0.0131841	0.00448406	0.00139594	-0.0173712	-0.00869933	-0.0126689	-0.00236491	-0.0257457	-0.0234632	0.0110832
EUROPE	1334	NA12146_CEU_EUROPE	0.0144244	0.00502818	-0.00142072	-0.0128205	0.0252142	-4.78E-05	-0.00675081	-0.0233378	0.00224615	0.0158251
EUROPE	1408	NA12154_CEU_EUROPE	0.0122641	0.00800202	-0.00176001	-0.016597	0.0105071	0.0115931	-0.0051521	0.00954554	-0.0284127	-0.0116973
EUROPE	1408	NA12155_CEU_EUROPE	0.0102732	0.00808619	0.00200487	-0.0157463	0.0152301	0.00352486	0.0229566	-0.0205745	-0.00300568	-0.0143765
EUROPE	1408	NA12156_CEU_EUROPE	0.0112197	0.00718488	0.00175375	-0.0240999	-0.0107341	0.000373005	0.0139972	-0.00310235	-0.0226968	-0.029632
EUROPE	1375	NA12234_CEU_EUROPE	0.0126231	0.00658206	0.005183	-0.0199734	-0.0137516	-0.00762846	-0.00887897	0.00863176	-0.0115167	0.00861205
EUROPE	1334	NA12239_CEU_EUROPE	0.0108244	0.00863031	0.002551	-0.00896441	-0.0145462	0.00995912	-0.00288246	-0.00158634	-0.0257493	-0.0247723
EUROPE	1416	NA12248_CEU_EUROPE	0.0124478	0.00444645	0.000245391	-0.0166823	-0.00336796	-0.0087016	-0.0118799	-0.00345947	-0.011446	0.00100365
EUROPE	1416	NA12249_CEU_EUROPE	0.00962135	0.00760226	-0.00180199	-0.00870617	-0.0125798	-0.00129056	-0.00333555	0.00435886	-0.00693133	-0.00716258
EUROPE	1375	NA12264_CEU_EUROPE	0.00882905	0.00823624	5.65E-06	-0.0121544	-0.0326803	-0.0080768	-0.0251919	-0.00293235	-0.00907168	-0.0259675
EUROPE	1418	NA12272_CEU_EUROPE	0.0126556	0.00673888	0.000951251	-0.0197813	-0.0142292	0.00210048	-0.00531007	-0.0112416	0.00824809	0.00471312
EUROPE	1418	NA12273_CEU_EUROPE	0.0101252	0.00446422	0.00107797	-0.0259695	-0.0156695	-0.0190507	0.0216531	-0.0247219	0.00874775	-0.0132294
EUROPE	1418	NA12275_CEU_EUROPE	0.0131041	0.00530298	0.00703087	-0.00270299	0.0335724	-0.00507291	-0.0319469	-0.0251752	-0.0125764	0.00456732
EUROPE	1421	NA12282_CEU_EUROPE	0.0123918	0.00771781	-0.00183789	-0.0125051	0.0178135	0.010732	-0.00203726	0.0210813	-0.0115313	0.00858244
EUROPE	1421	NA12283_CEU_EUROPE	0.0110467	0.00743836	0.00308204	-0.0180349	-0.00172238	0.00124551	-0.0144379	0.00745927	-0.00799595	0.00327806
EUROPE	1421	NA12286_CEU_EUROPE	0.0118012	0.00573211	0.0029754	-0.017201	0.0146513	0.0123696	0.00457343	0.0138724	0.00672573	-0.0260402
EUROPE	1421	NA12287_CEU_EUROPE	0.0114646	0.00740861	0.00159091	-0.0200194	-0.0323272	-0.00781517	-0.0166914	-0.0152539	-0.0185495	-0.0194196
EUROPE	1330	NA12340_CEU_EUROPE	0.0143627	0.00666805	0.00170452	-0.00456636	0.0457848	0.00396128	-0.0111859	-0.000393216	-0.0140331	0.000143975
EUROPE	1330	NA12341_CEU_EUROPE	0.0111347	0.00701709	0.00259115	-0.0105455	-0.025922	-0.00446532	-0.0428261	0.0141476	0.00486706	-0.0108668
EUROPE	1330	NA12342_CEU_EUROPE	0.012795	0.00556397	0.000436788	-0.0203657	0.0404431	0.0292163	0.0331171	0.0100477	-0.025756	-0.014982
EUROPE	1330	NA12343_CEU_EUROPE	0.0138061	0.00872042	0.0051511	-0.01428	-0.00935367	0.00477023	-0.00373817	-0.00713335	-0.0107888	-0.0239263
EUROPE	13281	NA12347_CEU_EUROPE	0.0101851	0.00668389	0.00225604	-0.00966056	-0.0108888	-0.00875567	-0.00844494	0.00471042	-0.0262387	-0.00852038
EUROPE	13281	NA12348_CEU_EUROPE	0.0103548	0.00579519	0.00394821	-0.011864	-0.000647909	0.00294523	0.00509645	-0.0140313	-0.0265697	0.00797457
EUROPE	1353	NA12383_CEU_EUROPE	0.0126721	0.00695501	0.00105423	-0.00641606	0.0171791	-0.00571384	-0.0144942	-0.0245976	0.016107	-0.0128894
EUROPE	1354	NA12399_CEU_EUROPE	0.00978341	0.00951059	0.00263949	-0.0166672	-0.0145388	-0.0178177	-0.0133685	0.0152653	-0.0223499	-0.0367751
EUROPE	1354	NA12400_CEU_EUROPE	0.012854	0.00322633	0.000839222	-0.0229148	-0.0131837	-0.00441578	-0.012818	-0.0236736	-0.00110183	-0.00707565
EUROPE	1355	NA12413_CEU_EUROPE	0.0131845	0.00705176	0.00325223	0.000757791	0.0445851	-0.0195406	-0.0531228	-0.020893	0.00360007	0.0150451
EUROPE	1353	NA12489_CEU_EUROPE	0.0119413	0.00756438	-0.00132854	-0.0109524	-0.017775	-0.00394393	-0.00494223	-0.00675246	-0.00649288	0.019481
EUROPE	1353	NA12546_CEU_EUROPE	0.0113733	0.00669828	-0.00214223	-0.0157479	0.0174117	-0.00281314	-0.0166477	-0.00128828	-0.0201018	-0.0276088
EUROPE	1358	NA12716_CEU_EUROPE	0.012405	0.00858645	0.00256122	-0.0164011	-0.00607945	-0.00816899	-0.00304732	-0.020279	0.00871166	-0.00862664
EUROPE	1358	NA12718_CEU_EUROPE	0.0136005	0.0049054	0.00187085	-0.0100203	-0.000241586	-0.011807	-0.0133452	0.00654422	-0.0239641	0.0109683
EUROPE	1444	NA12748_CEU_EUROPE	0.0117363	0.00556145	0.00495914	-0.0129313	-0.00334283	0.00047186	0.00364606	-0.0284823	0.0169369	0.00128982
EUROPE	1444	NA12749_CEU_EUROPE	0.0126793	0.0058791	0.000953072	-0.0157215	-0.0104512	-0.0149336	-0.00444517	-0.0116715	1.48E-05	0.0264288
EUROPE	1444	NA12750_CEU_EUROPE	0.011966	0.00502351	0.00216125	-0.0102089	0.00819025	-0.0158221	-0.0277998	-0.0202431	-0.000547405	-0.00203136
EUROPE	1444	NA12751_CEU_EUROPE	0.0135388	0.00649427	0.00216035	-0.0178206	0.031334	0.00571074	0.0040963	-0.00637204	-0.00406695	-0.0105235
EUROPE	1447	NA12760_CEU_EUROPE	0.0115108	0.00493143	0.00188868	-0.0175053	-0.00948366	-0.00189543	0.00390551	0.00396938	-0.0179351	0.0212815
EUROPE	1447	NA12761_CEU_EUROPE	0.0127194	0.00694743	0.00265426	-0.000306368	0.0536274	0.00259984	-0.0139264	-0.00232963	-0.0309465	0.0073115
EUROPE	1447	NA12762_CEU_EUROPE	0.0116782	0.00657516	0.00271214	-0.0156117	-0.0169754	1.79E-05	-0.00501391	-0.0395511	0.0196179	0.00886217
EUROPE	1447	NA12763_CEU_EUROPE	0.0120743	0.00538084	0.00366522	-0.00699088	0.049614	0.00033099	-0.0138025	-0.00251402	-0.0193499	-0.00351828
EUROPE	1451	NA12775_CEU_EUROPE	0.012907	0.00681969	-0.000154794	0.00125766	-0.0238103	0.00232584	-0.0299472	0.0258844	0.021861	0.0199716
EUROPE	1451	NA12776_CEU_EUROPE	0.00956635	0.00876756	0.00120851	-0.0187138	-0.0175359	-0.0165605	-0.0258056	-0.0141585	0.00188215	-0.0255717
EUROPE	1451	NA12777_CEU_EUROPE	0.0143057	0.0067771	0.00236901	-0.0168429	-0.00200646	-0.0147888	-0.0162148	-0.00739992	-0.0137003	-0.00588282
